Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000254470.2	-1.54028364042225	7.33749919882662	-6.28571353039783	4.31751621059986e-06	0.000357440999195261	4.38921361126868
ENSG00000177191.2	-1.73562748798402	5.18212758578036	-6.27018652514417	4.46253186897171e-06	0.000366804033391117	4.3822012424023
ENSG00000109466.13	-1.90080529497773	5.52841240129533	-6.26822051646887	4.48124750898866e-06	0.000366804033391117	4.37626008769112
ENSG00000105514.7	-1.64401488000958	7.76559603569147	-6.26233551473909	4.53775432556485e-06	0.000369342610498784	4.34152560437458
ENSG00000120709.10	-1.49990806872734	7.5350024983689	-6.25651318039756	4.59438063789287e-06	0.000369619675711909	4.32874222288174
ENSG00000182541.17	-1.93313954417407	7.96413648386591	-6.25281649696606	4.63071012559169e-06	0.000369619675711909	4.32374553790638
ENSG00000213903.8	-1.20531226334592	6.68635223292427	-6.25261751316598	4.63267401399991e-06	0.000369619675711909	4.32112397128189
ENSG00000185591.9	-1.01021972525786	8.0621448709317	-6.25155178896831	4.64320685944005e-06	0.000369619675711909	4.32049566384555
ENSG00000169180.11	-1.40629486774445	9.66629393564741	-6.24407458143684	4.71780193092423e-06	0.000373505543034045	4.31719625774184
ENSG00000117298.15	-1.43462378005987	8.13919129387688	-6.23809484679618	4.77834380246012e-06	0.000376242635924142	4.29355539131813
ENSG00000169967.16	-1.20947839211076	7.03233957439001	-6.22595539972137	4.90371867045535e-06	0.000384027438365174	4.26449122533639
ENSG00000007237.18	-1.58335812468032	7.51972578208201	-6.22152706619642	4.9502915533677e-06	0.00038559045174834	4.25611462860153
ENSG00000112096.17	-1.78744658942496	9.83139484391292	-6.21820382496388	4.98554063510108e-06	0.00038625942631735	4.26444312735191
ENSG00000133812.15	-1.24877838226413	5.48128936757419	-6.21537105701759	5.01579101058205e-06	0.000386536064687834	4.26759929615249
ENSG00000085514.15	-1.35552194791976	7.85160909781248	-6.2048602390734	5.12969185472718e-06	0.000393222093075595	4.22218963249545
ENSG00000121316.10	-2.1165026060221	8.49159485598281	-6.20060104179156	5.17660062995488e-06	0.000393538853103967	4.21841367964339
ENSG00000008516.16	-2.08268625347177	9.86919973515882	-6.19955845075426	5.18815025834192e-06	0.000393538853103967	4.22649910466855
ENSG00000135956.8	-1.26505831421967	7.81538728483927	-6.19130525934878	5.28051736288282e-06	0.000397827125661885	4.19399142087163
ENSG00000178199.13	1.26627459964213	5.41929844825833	6.18961850162593	5.29960210192876e-06	0.000397827125661885	4.21485912731809
ENSG00000131389.17	-1.53476540140653	8.94415503349446	-6.18477856784855	5.35475780006099e-06	0.000399895520656101	4.18883634806661
ENSG00000071054.16	-1.06284233557794	7.92768333303398	-6.1794259510025	5.41644345917627e-06	0.000402427860700235	4.16975880177126
ENSG00000005020.12	-1.43882462447143	7.2279476411847	-6.17090925567561	5.51610264524062e-06	0.000407741301654317	4.15023963909872
ENSG00000188786.9	-1.25921274646387	6.13878628802366	-6.1611462179673	5.6326675022606e-06	0.000414244095293155	4.13773726177872
ENSG00000185862.6	-1.1428108921931	9.12418671688801	-6.15051847773508	5.76243716721826e-06	0.000416883190241857	4.11808198013592
ENSG00000147416.10	-1.22809077131417	8.99930739140206	-6.14904138472877	5.78071477732574e-06	0.000416883190241857	4.1138659619951
ENSG00000160712.12	-1.27085621123514	9.22424670033538	-6.14900376671002	5.78118104128144e-06	0.000416883190241857	4.11667829810942
ENSG00000137462.7	-1.63277816589299	8.20068863012033	-6.14880462367913	5.78365000266519e-06	0.000416883190241857	4.10697690052816
ENSG00000064547.13	-1.30563928470952	7.04955012621971	-6.13337084390691	5.97833054064393e-06	0.0004287824399646	4.07147860049118
